name,aliases,country,province,lat,lon,Route,URL
Geezer Area,Walton Glen Canyon Ice|New Brunswick|North America|International,Canada,New Brunswick,45.49424,-65.29886,Chock it Up,https://www.mountainproject.com/route/112439272/chock-it-up
3. Ice Palace,"Orient Bay Ice and Mixed|LAKE SUPERIOR W: Marathon to Thunder Bay, includes Kama and Orient Bay|Ontario Ice and Mixed|Ontario|North America|International",Canada,Ontario,49.3218,-88.1187,Hidden Gully,https://www.mountainproject.com/route/108856960/hidden-gully
Geezer Area,Walton Glen Canyon Ice|New Brunswick|North America|International,Canada,New Brunswick,45.49424,-65.29886,Kardu,https://www.mountainproject.com/route/112440019/kardu
LSR North,Little Salmon River Ice|New Brunswick|North America|International,Canada,New Brunswick,45.50138,-65.28785,Bobcat,https://www.mountainproject.com/route/112567991/bobcat
LSR North,Little Salmon River Ice|New Brunswick|North America|International,Canada,New Brunswick,45.50138,-65.28785,The Gallery,https://www.mountainproject.com/route/112557249/the-gallery
Thunder Bay Region Ice and Mixed | 5817,"Thunder Bay Region Ice and Mixed|LAKE SUPERIOR W: Marathon to Thunder Bay, includes Kama and Orient Bay|Ontario Ice and Mixed|Ontario|North America|International",Canada,Ontario,48.30234,-89.23899,Studs Ahoy,https://www.mountainproject.com/route/111605823/studs-ahoy
Geezer Area,Walton Glen Canyon Ice|New Brunswick|North America|International,Canada,New Brunswick,45.49424,-65.29886,Geezer Falls,https://www.mountainproject.com/route/112437258/geezer-falls
Eye of the Needle Area,Walton Glen Canyon Ice|New Brunswick|North America|International,Canada,New Brunswick,45.49021,-65.29621,Tequila Sunrise,https://www.mountainproject.com/route/112498654/tequila-sunrise
LSR North,Little Salmon River Ice|New Brunswick|North America|International,Canada,New Brunswick,45.50138,-65.28785,Scratch the Itch,https://www.mountainproject.com/route/112574797/scratch-the-itch
Outer Cove,Logy Bay - Middle Cove - Outer Cove|Avalon Peninsula|Newfoundland|Newfoundland and Labrador|North America|International,Canada,Newfoundland and Labrador,47.65141,-52.68124,The brown one,https://www.mountainproject.com/route/112515762/the-brown-one
Outer Cove,Logy Bay - Middle Cove - Outer Cove|Avalon Peninsula|Newfoundland|Newfoundland and Labrador|North America|International,Canada,Newfoundland and Labrador,47.65141,-52.68124,The white one,https://www.mountainproject.com/route/112515749/the-white-one
Geezer Area,Walton Glen Canyon Ice|New Brunswick|North America|International,Canada,New Brunswick,45.49424,-65.29886,Chimney Fire,https://www.mountainproject.com/route/112439547/chimney-fire
Outer Cove,Logy Bay - Middle Cove - Outer Cove|Avalon Peninsula|Newfoundland|Newfoundland and Labrador|North America|International,Canada,Newfoundland and Labrador,47.65141,-52.68124,The gully,https://www.mountainproject.com/route/112515756/the-gully
Dick's Delight,Bell Island (ice)|Avalon Peninsula|Newfoundland|Newfoundland and Labrador|North America|International,Canada,Newfoundland and Labrador,47.6375,-52.91488,Little Weenie,https://www.mountainproject.com/route/112452082/little-weenie
Eye of the Needle Area,Walton Glen Canyon Ice|New Brunswick|North America|International,Canada,New Brunswick,45.49021,-65.29621,Orca,https://www.mountainproject.com/route/112498585/orca
Outer Cove,Logy Bay - Middle Cove - Outer Cove|Avalon Peninsula|Newfoundland|Newfoundland and Labrador|North America|International,Canada,Newfoundland and Labrador,47.65141,-52.68124,The brown one on the right,https://www.mountainproject.com/route/112515775/the-brown-one-on-the-right
Lone Star Wall,St John's Area|Avalon Peninsula|Newfoundland|Newfoundland and Labrador|North America|International,Canada,Newfoundland and Labrador,47.56308,-52.696,Texas T,https://www.mountainproject.com/route/111954832/texas-t
Lone Star Wall,St John's Area|Avalon Peninsula|Newfoundland|Newfoundland and Labrador|North America|International,Canada,Newfoundland and Labrador,47.56308,-52.696,I Luv Frac'n,https://www.mountainproject.com/route/111954855/i-luv-fracn
Right Side,"Lac Sylvère|14. Lanaudiere Ice|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,46.35907,-74.05858,Tallin,https://www.mountainproject.com/route/107004853/tallin
Main Area,"Ice Station Superior|LAKE SUPERIOR W: Marathon to Thunder Bay, includes Kama and Orient Bay|Ontario Ice and Mixed|Ontario|North America|International",Canada,Ontario,48.8961,-87.67015,Pocomotion,https://www.mountainproject.com/route/108503743/pocomotion
1. Elephant Cave,Mont Rigaud|16. Montérégie|Quebec|North America|International,Canada,Quebec,45.46769,-74.33174,Frozen Mammoth,https://www.mountainproject.com/route/108348442/frozen-mammoth
Beachy Bell,Bell Island (ice)|Avalon Peninsula|Newfoundland|Newfoundland and Labrador|North America|International,Canada,Newfoundland and Labrador,47.60563,-53.02169,...,https://www.mountainproject.com/route/112451942/anonymous
Tranchant - Left ice cliff,"Montagne du Tranchant|14. Lanaudiere Ice|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,46.2927,-73.8543,Tonton récidive,https://www.mountainproject.com/route/107356954/tonton-recidive
Km 300,Highway 16 Ice|Northern BC|British Columbia|North America|International,Canada,British Columbia,54.6929,-128.3282,Left Flow,https://www.mountainproject.com/route/107036424/left-flow
Km 300,Highway 16 Ice|Northern BC|British Columbia|North America|International,Canada,British Columbia,54.6929,-128.3282,300 Flow,https://www.mountainproject.com/route/107036396/300-flow
Lady MacDonald,Bow Valley|Alberta|North America|International,Canada,Alberta,51.11577,-115.31062,Agnes Ridge,https://www.mountainproject.com/route/123338870/agnes-ridge
Wildcat Valley Ice,Blaeberry Valley North|Golden|Rockies|British Columbia|North America|International,Canada,British Columbia,51.70965,-116.65414,House Cat,https://www.mountainproject.com/route/123365568/house-cat
Tolkien Area,The DR Ice Crag|Nova Scotia|North America|International,Canada,Nova Scotia,45.44888,-64.4188,Gollum,https://www.mountainproject.com/route/123434863/gollum
Third Cirque of Rundle,Bow Valley|Alberta|North America|International,Canada,Alberta,51.09688,-115.43646,Mad House,https://www.mountainproject.com/route/123362942/mad-house
Wildcat Valley Ice,Blaeberry Valley North|Golden|Rockies|British Columbia|North America|International,Canada,British Columbia,51.70965,-116.65414,Ginny's Corner,https://www.mountainproject.com/route/123365531/ginnys-corner
Shawbridge,"15. Laurentians Ice|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,45.88554,-74.07634,Initiation wall,https://www.mountainproject.com/route/108449151/initiation-wall
5. Cascade Falls/Obsession Area,"Orient Bay Ice and Mixed|LAKE SUPERIOR W: Marathon to Thunder Bay, includes Kama and Orient Bay|Ontario Ice and Mixed|Ontario|North America|International",Canada,Ontario,49.33317,-88.12209,Ice Invaders,https://www.mountainproject.com/route/107004713/ice-invaders
Tranchant - Left ice cliff,"Montagne du Tranchant|14. Lanaudiere Ice|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,46.2927,-73.8543,Mitaine,https://www.mountainproject.com/route/107348203/mitaine
Tiffany Falls (Ice Climbing),"CENTRAL ONTARIO; Toronto Region and West of Hwy 11 to Sault Ste Marie; Bracebridge, Sudbury|Ontario Ice and Mixed|Ontario|North America|International",Canada,Ontario,43.2398,-79.95943,Falls Left,https://www.mountainproject.com/route/109721805/falls-left
Tranchant - Left ice cliff,"Montagne du Tranchant|14. Lanaudiere Ice|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,46.2927,-73.8543,Tante Janet,https://www.mountainproject.com/route/107348610/tante-janet
Mount Murchison,Icefields Parkway|Alberta|North America|International,Canada,Alberta,51.91112,-116.71478,The Balfour Wall,https://www.mountainproject.com/route/113431134/the-balfour-wall
Highway 68,Kananaskis|Alberta|North America|International,Canada,Alberta,51.05068,-114.92951,Solstice,https://www.mountainproject.com/route/116638975/solstice
AMO Ice Slabs,Squamish Ice & Mixed|Squamish|British Columbia|North America|International,Canada,British Columbia,49.67241,-123.1566,Olsen Creek Slabs,https://www.mountainproject.com/route/121632766/olsen-creek-slabs
Montmorency Falls,"03. Quebec Ice|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,46.88998,-71.14738,Colorado Vapor,https://www.mountainproject.com/route/106143497/colorado-vapor
a. Main cliff,"Lac du Cap|14. Lanaudiere Ice|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,46.81066,-73.58232,Folie de Minuit,https://www.mountainproject.com/route/109804790/folie-de-minuit
North Ghost,"The Ghost (North, South, Waiporous Creek)|Alberta|North America|International",Canada,Alberta,51.3253,-115.2211,Albatross,https://www.mountainproject.com/route/118598618/albatross
Tranchant - Left ice cliff,"Montagne du Tranchant|14. Lanaudiere Ice|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,46.2927,-73.8543,Mets tes gants,https://www.mountainproject.com/route/107348198/mets-tes-gants
Moonlight/Snowline Area,Evan Thomas Creek|Kananaskis|Alberta|North America|International,Canada,Alberta,50.88295,-115.12276,Combo Falls,https://www.mountainproject.com/route/114251778/combo-falls
"2. Pumping Station; Wall of Doom, Gomar, Glace Eclatante","Orient Bay Ice and Mixed|LAKE SUPERIOR W: Marathon to Thunder Bay, includes Kama and Orient Bay|Ontario Ice and Mixed|Ontario|North America|International",Canada,Ontario,49.29309,-88.09799,Photomaniac,https://www.mountainproject.com/route/112507173/photomaniac
"2. Pumping Station; Wall of Doom, Gomar, Glace Eclatante","Orient Bay Ice and Mixed|LAKE SUPERIOR W: Marathon to Thunder Bay, includes Kama and Orient Bay|Ontario Ice and Mixed|Ontario|North America|International",Canada,Ontario,49.29309,-88.09799,White Plague,https://www.mountainproject.com/route/112507146/white-plague
Grebes Nest,Bell Island (ice)|Avalon Peninsula|Newfoundland|Newfoundland and Labrador|North America|International,Canada,Newfoundland and Labrador,47.64039,-52.97963,Mine Zombies,https://www.mountainproject.com/route/112152245/mine-zombies
Deadmans Bay,St John's Area|Avalon Peninsula|Newfoundland|Newfoundland and Labrador|North America|International,Canada,Newfoundland and Labrador,47.52867,-52.67111,Loose Cannon,https://www.mountainproject.com/route/112149379/loose-cannon
Grebes Nest,Bell Island (ice)|Avalon Peninsula|Newfoundland|Newfoundland and Labrador|North America|International,Canada,Newfoundland and Labrador,47.64039,-52.97963,Blackout,https://www.mountainproject.com/route/112154624/blackout
Deadmans Bay,St John's Area|Avalon Peninsula|Newfoundland|Newfoundland and Labrador|North America|International,Canada,Newfoundland and Labrador,47.52867,-52.67111,The Gallows,https://www.mountainproject.com/route/112149413/the-gallows
Dominion Pier,Bell Island (ice)|Avalon Peninsula|Newfoundland|Newfoundland and Labrador|North America|International,Canada,Newfoundland and Labrador,47.62604,-52.93339,Magic Bus (indirect),https://www.mountainproject.com/route/112153157/magic-bus-indirect
Deadmans Bay,St John's Area|Avalon Peninsula|Newfoundland|Newfoundland and Labrador|North America|International,Canada,Newfoundland and Labrador,47.52867,-52.67111,The Brig,https://www.mountainproject.com/route/112149404/the-brig
Tranchant - Left ice cliff,"Montagne du Tranchant|14. Lanaudiere Ice|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,46.2927,-73.8543,Rideau de verre,https://www.mountainproject.com/route/107348615/rideau-de-verre
Right Side,"Lac Sylvère|14. Lanaudiere Ice|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,46.35907,-74.05858,Estonie Right,https://www.mountainproject.com/route/120178142/estonie-right
C. North ampitheatre (Jedi) [CLOSED],"Mastigouche|14. Lanaudiere Ice|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,46.4299,-73.40352,L'Escalier du paradis,https://www.mountainproject.com/route/118291579/lescalier-du-paradis
Le mur du Bras du nord (closed),"Bras-du-Nord Valley|03. Portneuf|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,47.00744,-71.84368,Couloir de neige,https://www.mountainproject.com/route/120348696/couloir-de-neige
Shawbridge,"15. Laurentians Ice|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,45.88554,-74.07634,Mauvais garnement [Closed],https://www.mountainproject.com/route/121863928/mauvais-garnement-closed
Burnaby Mountain,Vancouver|British Columbia|North America|International,Canada,British Columbia,49.283,-122.93076,Barnet Smears,https://www.mountainproject.com/route/121840740/barnet-smears
C. North ampitheatre (Jedi) [CLOSED],"Mastigouche|14. Lanaudiere Ice|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,46.4299,-73.40352,Lagon bleu,https://www.mountainproject.com/route/118291523/lagon-bleu
Le mur du Bras du nord (closed),"Bras-du-Nord Valley|03. Portneuf|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,47.00744,-71.84368,Sucre d’Orge,https://www.mountainproject.com/route/120348580/sucre-dorge
Le mur du point F,"Parc Récréoforestier de Saint-Mathieu Ice|04. Mauricie Ice|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,46.63701,-72.97388,La P'tite affaire bleue,https://www.mountainproject.com/route/121843668/la-ptite-affaire-bleue
Rambles Right,The Rambles|Duffey Lake Road|Sea to Sky (North of Whistler)|British Columbia|North America|International,Canada,British Columbia,50.55128,-122.09644,First Step,https://www.mountainproject.com/route/121960149/first-step
Coleraine,"12. Chaudière-Appalaches Ice|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,45.98543,-71.39168,Kamikaze,https://www.mountainproject.com/route/120230809/kamikaze
Moose River Ice,Nova Scotia|North America|International,Canada,Nova Scotia,45.41792,-64.18342,Mooring Lines,https://www.mountainproject.com/route/120052941/mooring-lines
Parc de l'île Melville,04. Mauricie|Quebec|North America|International,Canada,Quebec,46.52799,-72.76303,Dirty little B*tch,https://www.mountainproject.com/route/121843218/dirty-little-btch
36 Chambers Ice Crag,Nova Scotia|North America|International,Canada,Nova Scotia,45.51013,-63.2693,Tiger Style,https://www.mountainproject.com/route/121814642/tiger-style
B. Souvenirs d'enfance,"Pont-Rouge|03. Portneuf|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,46.72576,-71.69984,Cric Crac Croc,https://www.mountainproject.com/route/120284854/cric-crac-croc
Le mur du point F,"Parc Récréoforestier de Saint-Mathieu Ice|04. Mauricie Ice|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,46.63701,-72.97388,Toute à droite,https://www.mountainproject.com/route/121843533/toute-a-droite
Twin Falls Gorge Territorial Park (Ice),Northwest Territories|North America|International,Canada,Northwest Territories,60.50132,-116.25907,Lump,https://www.mountainproject.com/route/122105291/lump
Le Nid,Parlee Brook|New Brunswick|North America|International,Canada,New Brunswick,45.64226,-65.43474,Brousaille,https://www.mountainproject.com/route/120255227/brousaille
The River Wall,Joggins|Nova Scotia|North America|International,Canada,Nova Scotia,45.68499,-64.45228,Seer,https://www.mountainproject.com/route/121908308/seer
36 Chambers Ice Crag,Nova Scotia|North America|International,Canada,Nova Scotia,45.51013,-63.2693,Shattered Egos,https://www.mountainproject.com/route/121814710/shattered-egos
B. Souvenirs d'enfance,"Pont-Rouge|03. Portneuf|*Quebec Ice, Mixed & Alpine|Quebec|North America|International",Canada,Quebec,46.72576,-71.69984,Première neige,https://www.mountainproject.com/route/120284839/premiere-neige
